Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
9448	MAP4K4	mitogen-activated protein kinase kinase kinase kinase 4	NM_004834, NM_145687, NM_145686	NP_004825.2, NP_663720.1, NP_663719.1	ENSG00000071054	chr2:101680974 - 101874143	ATP binding;cellular_component;nucleotide binding;protein amino acid phosphorylation;protein kinase cascade;protein serine/threonine kinase activity;response to stress;small GTPase regulator activity;transferase activity	Protein Kinase
11183	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	NM_198794, NM_006575	NP_942089.1, NP_006566.2	ENSG00000012983	chr14:49956486 - 50068517	activation of JNK activity;ATP binding;cytoplasm;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase cascade;protein serine/threonine kinase activity;response to stress;small GTPase regulator activity;transferase activity	Protein Kinase
5594	MAPK1	mitogen-activated protein kinase 1	NM_002745	NP_620407.1	ENSG00000100030	chr22:20453492 - 20551730	ATP binding;cell cycle;chemotaxis;cytoplasm;cytosine metabolic process;induction of apoptosis;MAP kinase activity;MAPKKK cascade;negative regulation of cell differentiation;nucleotide binding;nucleus;organ morphogenesis;phosphotyrosine binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;response to DNA damage stimulus;signal transduction;synaptic transmission;transferase activity	Protein Kinase,  Stability,  Tumor Suppressor,  Entrez Query:Oncogene
5602	MAPK10	mitogen-activated protein kinase 10	NM_138982, NM_138981	NP_620446.1, NP_620447.1, NP_620448.1	ENSG00000109339	chr4:87157404 - 87334578	ATP binding;JNK cascade;JUN kinase activity;MAP kinase activity;MAP kinase kinase activity;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;signal transduction;transferase activity	Protein Kinase
5600	MAPK11	mitogen-activated protein kinase 11	NM_002751	NP_002742.3	ENSG00000185386	chr22:49045503 - 49050848	ATP binding;cellular_component;MAP kinase activity;MP kinase activity;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase cascade;protein serine/threonine kinase activity;response to stress;signal transduction;transferase activity	Protein Kinase
6300	MAPK12	mitogen-activated protein kinase 12	NM_002969	NP_002960.2	ENSG00000188130	chr22:49033956 - 49042065	ATP binding;cell cycle;cell cycle arrest;cytoplasm;DNA damage induced protein phosphorylation;magnesium ion binding;MAP kinase activity;muscle development;myoblast differentiation;nucleotide binding;protein binding;protein serine/threonine kinase activity;signal transduction;transferase activity	Protein Kinase
5603	MAPK13	mitogen-activated protein kinase 13	NM_002754	NP_002745.1	ENSG00000156711	chr6:36206337 - 36215128	ATP binding;cell cycle;MAP kinase activity;MP kinase activity;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase activity;protein kinase cascade;protein serine/threonine kinase activity;response to stress;transferase activity	Protein Kinase
1432	MAPK14	mitogen-activated protein kinase 14	NM_139013, NM_139012, NM_001315, NM_139014	NP_620582.1, NP_620581.1, NP_001306.1, NP_620583.1	ENSG00000112062	chr6:36103912 - 36184202	ATP binding;cell motility;cell surface receptor linked signal transduction;chemotaxis;cytoplasm;MAP kinase activity;MAP kinase kinase activity;MP kinase activity;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein kinase cascade;protein serine/threonine kinase activity;response to stress;transferase activity	EGFR1,  TGFBR,  Protein Kinase,  Stability,  Tumor Suppressor
225689	MAPK15	mitogen-activated protein kinase 15	NM_139021	NP_620590.2	ENSG00000181085	chr8:144870535 - 144876409	ATP binding;extracellular region;intracellular;MAP kinase activity;nucleotide binding;protein amino acid autophosphorylation;protein serine/threonine kinase activity;SH3 domain binding;transferase activity	Protein Kinase
5595	MAPK3	mitogen-activated protein kinase 3	NM_001109891, NM_002746, NM_001040056	NP_001103361.1, NP_002737.2, NP_001035145.1	ENSG00000102882	chr16:30035489 - 30042031	ATP binding;cell cycle;cellular_component;MAP kinase activity;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase activity;protein serine/threonine kinase activity;regulation of progression through cell cycle;transferase activity	EGFR1,  NOTCH,  Protein Kinase,  Tumor Suppressor,  Entrez Query:Oncogene
5596	MAPK4	mitogen-activated protein kinase 4	NM_002747	NP_002738.2	ENSG00000141639	chr18:46444326 - 46510222	ATP binding;cell cycle;MAP kinase activity;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;transferase activity	Protein Kinase
5598	MAPK7	mitogen-activated protein kinase 7	NM_139034, NM_139032	NP_002740.2, NP_620601.1	ENSG00000166484	chr17:19222806 - 19227137	ATP binding;cell cycle;MAP kinase activity;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;signal transduction;transferase activity	Protein Kinase,  Stability
5599	MAPK8	mitogen-activated protein kinase 8	NM_139049, NM_139047, NM_002750, NM_139046	NP_620637.1, NP_620635.1, NP_002741.1, NP_620634.1	ENSG00000107643	chr10:49279709 - 49313078	ATP binding;cell motility;JUN kinase activity;JUN phosphorylation;MAP kinase activity;negative regulation of apoptosis;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;response to stress;response to UV;signal transduction;transferase activity	EGFR1,  TGFBR,  Wnt,  Protein Kinase,  Tumor Suppressor
23542	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2	NM_012324, NM_016431	NP_036456.1, NP_057515.1	ENSG00000008735	chr22:49388427 - 49396073	beta-amyloid binding;cytoplasm;kinesin binding;MAP-kinase scaffold activity;positive regulation of anti-apoptosis;protein kinase binding;regulation of JNK cascade;signal complex formation;structural molecule activity	Protein Kinase
23162	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	NM_015133, NM_001040439	NP_055948.2, NP_001035529.1	ENSG00000138834	chr16:1696341 - 1758826	activation of JNK activity;axolemma;axon guidance;cytoplasm;dendrite;forebrain development;kinesin binding;MAP-kinase scaffold activity;plasma membrane;protein binding;protein kinase binding;protein localization;regulation of JNK cascade;respiratory gaseous exchange;smooth endoplasmic reticulum;soluble fraction;vesicle-mediated transport	Protein Kinase
5601	MAPK9	mitogen-activated protein kinase 9	NM_139068, NM_002752, NM_139070, NM_139069	NP_620707.1, NP_002743.3, NP_620709.1, NP_620708.1	ENSG00000050748	chr5:179595989 - 179640167	ATP binding;JNK cascade;JUN kinase activity;MAP kinase activity;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;response to stress;transferase activity	Protein Kinase,  Stability,  Tumor Suppressor
9261	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2	NM_032960, NM_004759	NP_116584.2, NP_004750.1	ENSG00000162889	chr1:204925197 - 204972686	ATP binding;cytoplasm;MAPKKK cascade;mRNA stabilization;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;signal transducer activity;transferase activity	Protein Kinase,  Stability
7867	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	NM_004635	NP_004626.1	ENSG00000114738	chr3:50630000 - 50660481	ATP binding;MAP kinase kinase activity;nucleotide binding;nucleus;protein amino acid phosphorylation;protein serine/threonine kinase activity;response to stress;signal transduction;transferase activity	Protein Kinase
8550	MAPKAPK5	mitogen-activated protein kinase-activated protein kinase 5	NM_003668, NM_139078	NP_003659.2, NP_620777.1	ENSG00000089022	chr12:110764920 - 110815248	ATP binding;cytoplasm;MAP kinase kinase activity;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;response to stress;signal transduction;transferase activity	Protein Kinase
4139	MARK1	MAP/microtubule affinity-regulating kinase 1	NM_018650	NP_061120.3	ENSG00000116141	chr1:218768787 - 218902131	ATP binding;cytoplasm;cytoskeleton organization and biogenesis;magnesium ion binding;microtubule cytoskeleton;nucleotide binding;protein amino acid phosphorylation;protein kinase cascade;protein serine/threonine kinase activity;transferase activity	Protein Kinase
2011	MARK2	MAP/microtubule affinity-regulating kinase 2	NM_001039469, NM_017490, NM_004954, NM_001039468	NP_001034558.1, NP_059672.2, NP_004945.3, NP_001034557.1	ENSG00000072518	chr11:63419251 - 63433285	ATP binding;cell differentiation;establishment and/or maintenance of epithelial cell polarity;kinase activity;magnesium ion binding;membrane;microtubule cytoskeleton;multicellular organismal development;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase cascade;protein serine/threonine kinase activity;transferase activity	TNF_alpha_NF_kB,  Wnt,  Protein Kinase,  Stability
4140	MARK3	MAP/microtubule affinity-regulating kinase 3	NM_001128918, NM_002376, NM_001128920, NM_001128919, NM_001128921	NP_001122390.1, NP_002367.4, NP_001122392.1, NP_001122391.1, NP_001122393.1	ENSG00000075413	chr14:102922119 - 103039317	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;transferase activity	Protein Kinase
57787	MARK4	MAP/microtubule affinity-regulating kinase 4	NM_031417	NP_113605.2	ENSG00000007047	chr19:50466588 - 50475580	ATP binding;centrosome;gamma-tubulin binding;microtubule binding;microtubule bundle formation;nervous system development;neuron projection;nucleotide binding;positive regulation of programmed cell death;protein amino acid phosphorylation;protein binding;protein kinase activity;protein serine/threonine kinase activity;protein-tyrosine kinase activity;tau-protein kinase activity;transferase activity;ubiquitin binding	Protein Kinase
4142	MAS1	MAS1 oncogene	NM_002377	NP_002368.1	ENSG00000130368	chr6:160247977 - 160248955	anatomical structure morphogenesis;angiotensin type II receptor activity;cell proliferation;G-protein coupled receptor protein signaling pathway;integral to plasma membrane;membrane;receptor activity;rhodopsin-like receptor activity;signal transduction	Protein Kinase,  Entrez Query:Oncogene
22983	MAST1	microtubule associated serine/threonine kinase 1	NM_014975	NP_055790.1	ENSG00000105613	chr19:12810386 - 12846684	ATP binding;cytoskeleton;cytoskeleton organization and biogenesis;magnesium ion binding;membrane;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase cascade;protein serine/threonine kinase activity;transferase activity	Protein Kinase
23139	MAST2	microtubule associated serine/threonine kinase 2	NM_015112	NP_055927.2	ENSG00000086015	chr1:46042154 - 46274325	ATP binding;cytoskeleton;magnesium ion binding;membrane;nucleotide binding;phosphatase binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;regulation of interleukin-12 biosynthetic process;spermatid differentiation;transferase activity	Protein Kinase
23031	MAST3	microtubule associated serine/threonine kinase 3	NM_015016	NP_055831.1	ENSG00000099308	chr19:18069602 - 18121536	ATP binding;magnesium ion binding;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;transferase activity	Protein Kinase
375449	MAST4	-	NM_198828, NM_015183	NP_942123.1, NP_055998.1	ENSG00000196567	chr5:66160427 - 66498635	kinase activity;protein serine/threonine kinase activity	Protein Kinase
84930	MASTL	microtubule associated serine/threonine kinase-like	NM_032844	NP_116233.2	ENSG00000120539	chr10:27484361 - 27515471	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;transferase activity	Protein Kinase
4145	MATK	megakaryocyte-associated tyrosine kinase	NM_139354	NP_647611.1	ENSG00000007264	chr19:3729180 - 3736133	ATP binding;cell proliferation;intracellular signaling cascade;mesoderm development;nucleotide binding;positive regulation of cell proliferation;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;regulation of progression through cell cycle;soluble fraction;transferase activity	Protein Kinase,  Tyrosine Kinase
51562	MBIP	MAP3K12 binding inhibitory protein 1	NM_016586	NP_057670.2	ENSG00000151332	chr14:35838039 - 35859545	inactivation of MAPK activity during osmolarity sensing;nucleus;protein kinase inhibitor activity	Protein Kinase
4157	MC1R	melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor)			ENSG00000198211	chr16:null	G-protein signaling, coupled to cyclic nucleotide second messenger;integral to plasma membrane;melanocyte stimulating hormone receptor activity;membrane;multicellular organismal development;receptor activity;rhodopsin-like receptor activity;signal transduction;UV protection	Protein Kinase
9833	MELK	maternal embryonic leucine zipper kinase	NM_014791	NP_055606.1	ENSG00000165304	chr9:36571678 - 36667334	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;transferase activity	Protein Kinase
4221	MEN1	multiple endocrine neoplasia I	NM_130802, NM_130799	NP_570716.1, NP_570711.1	ENSG00000133895	chr11:64328381 - 64334157	cleavage furrow;cytosol;DNA binding;histone methylation;histone methyltransferase complex;negative regulation of transcription from RNA polymerase II promoter;nucleus;positive regulation of transcription;protein binding;regulation of transcription, DNA-dependent;transcription regulator activity	Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
10461	MERTK	c-mer proto-oncogene tyrosine kinase	NM_006343	NP_006334.2	ENSG00000153208	chr2:112372783 - 112502912	ATP binding;cell surface receptor linked signal transduction;cell-cell signaling;integral to plasma membrane;membrane;nucleotide binding;protein amino acid phosphorylation;receptor activity;response to stimulus;soluble fraction;transferase activity;transmembrane receptor protein tyrosine kinase activity;visual perception	Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
4233	MET	met proto-oncogene (hepatocyte growth factor receptor)	NM_001127500, NM_000245	NP_001120972.1, NP_000236.2	ENSG00000105976	chr7:116126374 - 116223414	activation of MAPK activity;adult behavior;ATP binding;basal plasma membrane;brain development;cell surface receptor linked signal transduction;hepatocyte growth factor receptor activity;hepatocyte growth factor receptor signaling pathway;integral to plasma membrane;membrane;membrane fraction;multicellular organismal development;muscle development;myoblast proliferation;nucleotide binding;protein amino acid autophosphorylation;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activi	Alpha6Beta4 Integrin,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene,  Missense mutation
93627	MGC16169	-	NM_033115	NP_149106.2	ENSG00000145348	chr4:107187175 - 107449566	ATP binding;intracellular;protein amino acid phosphorylation;protein kinase activity;Rab GTPase activator activity;regulation of Rab GTPase activity	Protein Kinase
167359	MGC42105	-	NM_153361	NP_699192.1	ENSG00000177453	chr5:43281634 - 43316588	ATP binding;magnesium ion binding;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;transferase activity	Protein Kinase
84953	MICALCL	MICAL C-terminal like	NM_032867	NP_116256.2	ENSG00000133808	chr11:12270291 - 12336602		Protein Kinase
4282	MIF	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	NM_002415	NP_002406.1	ENSG00000099964	chr22:22566661 - 22567293	cell proliferation;cell surface receptor linked signal transduction;cytokine activity;extracellular region;extracellular space;inflammatory response;isomerase activity;negative regulation of apoptosis;phenylpyruvate tautomerase activity;prostaglandin biosynthetic process;protein binding;regulation of macrophage activation	Protein Kinase,  Stability
50488	MINK1	misshapen-like kinase 1 (zebrafish)	NM_015716, NM_001024937, NM_170663, NM_153827	NP_056531.1, NP_001020108.1, NP_733763.1, NP_722549.2	ENSG00000141503	chr17:4683546 - 4741358	ATP binding;JNK cascade;multicellular organismal development;negative thymic T cell selection;nucleotide binding;protein amino acid phosphorylation;protein kinase cascade;protein serine/threonine kinase activity;response to stress;small GTPase regulator activity;transferase activity	Protein Kinase
116449	MIST	-	NM_052964	NP_443196.2	ENSG00000109684	chr4:10101188 - 10278591	immune response;intracellular;intracellular signaling cascade;SH3/SH2 adaptor activity	Protein Kinase
8569	MKNK1	MAP kinase interacting serine/threonine kinase 1	NM_003684, NM_198973	NP_003675.2, NP_945324.1	ENSG00000079277	chr1:46796833 - 46832405	ATP binding;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein kinase cascade;protein serine/threonine kinase activity;regulation of translation;transferase activity	Protein Kinase
2872	MKNK2	MAP kinase interacting serine/threonine kinase 2	NM_199054, NM_017572	NP_951009.1, NP_060042.2	ENSG00000099875	chr19:1990611 - 2001850	ATP binding;cell surface receptor linked signal transduction;magnesium ion binding;nucleotide binding;protein amino acid phosphorylation;protein kinase cascade;protein serine/threonine kinase activity;regulation of translation;transferase activity;zinc ion binding	Protein Kinase
197259	MLKL	mixed lineage kinase domain-like	NM_152649	NP_689862.1	ENSG00000168404	chr16:73263902 - 73287156	ATP binding;protein amino acid phosphorylation;protein binding;protein kinase activity;protein-tyrosine kinase activity	Protein Kinase
4298	MLLT1	myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1	NM_005934	NP_005925.2	ENSG00000130382	chr19:6164052 - 6230795	DNA binding;nucleus;regulation of transcription, DNA-dependent;RNA polymerase II transcription factor activity;transcription;transcription from RNA polymerase II promoter	Futreal et al 2004,  Mitelman 2000,  Protein Kinase,  Translocation
51085	MLXIPL	MLX interacting protein-like	NM_032954, NM_032951, NM_032953, NM_032952	NP_116572.1, NP_116569.1, NP_116571.1, NP_116570.1	ENSG00000009950	chr7:72646130 - 72676758	anatomical structure morphogenesis;DNA binding;nucleus;regulation of transcription, DNA-dependent;transcription factor complex;transcription regulator activity	Protein Kinase
4342	MOS	v-mos Moloney murine sarcoma viral oncogene homolog	NM_005372	NP_005363.1	ENSG00000172680	chr8:57188054 - 57189095	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;regulation of progression through cell cycle;transferase activity	Protein Kinase,  Stability,  Entrez Query:Oncogene
2206	MS4A2	membrane-spanning 4-domains, subfamily A, member 2 (Fc fragment of IgE, high affinity I, receptor for; beta polypeptide)	NM_000139	NP_000130.1	ENSG00000149534	chr11:59612814 - 59619705	calcium channel activity;cell proliferation;external side of plasma membrane;G-protein coupled receptor protein signaling pathway;humoral immune response;IgE binding;integral to plasma membrane;membrane;receptor activity	Protein Kinase
4486	MST1R	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)	NM_002447	NP_002438.2	ENSG00000164078	chr3:49899743 - 49916046	ATP binding;cell motility;defense response;integral to plasma membrane;macrophage colony stimulating factor receptor activity;membrane;multicellular organismal development;nucleotide binding;positive regulation of cell proliferation;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;signal transduction;single fertilization;transferase activity	Alpha6Beta4 Integrin,  Protein Kinase,  Tyrosine Kinase,  Entrez Query:Oncogene
51765	MST4	-	NM_001042452, NM_001042453, NM_016542	NP_001035917.1, NP_001035918.1, NP_057626.2	ENSG00000134602	chrX:130985326 - 131035868	ATP binding;Golgi apparatus;identical protein binding;magnesium ion binding;nucleotide binding;protein amino acid phosphorylation;protein kinase activity;protein serine/threonine kinase activity;protein-tyrosine kinase activity;regulation of apoptosis;transferase activity	Protein Kinase
9788	MTSS1	metastasis suppressor 1	NM_014751	NP_055566.3	ENSG00000170873	chr8:125634413 - 125809377	actin cytoskeleton;actin cytoskeleton organization and biogenesis;actin monomer binding;cell adhesion;cell cycle;cell motility;cytoplasm;endocytic vesicle;microspike biogenesis;muscle development;negative regulation of progression through cell cycle;nervous system development;receptor binding;ruffle;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase
4593	MUSK	muscle, skeletal, receptor tyrosine kinase	NM_005592	NP_005583.1	ENSG00000030304	chr9:112471005 - 112603089	ATP binding;integral to plasma membrane;membrane;multicellular organismal development;muscle development;nucleotide binding;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;transferase activity;transmembrane receptor protein tyrosine kinase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Stability,  Tyrosine Kinase
85366	MYLK2	myosin light chain kinase 2, skeletal muscle	NM_033118	NP_149109.1	ENSG00000101306	chr20:29871044 - 29885261	ATP binding;calmodulin binding;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;transferase activity	Protein Kinase
340156	MYLK4	-	NM_001012418	NP_001012418.2	null	chr6:2616533 - 2694527	ATP binding;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;transferase activity	Protein Kinase
53904	MYO3A	myosin IIIA	NM_017433	NP_059129.3	ENSG00000095777	chr10:26281045 - 26540898	actin binding;actin-dependent ATPase activity;ADP binding;ATP binding;calmodulin binding;cytoskeleton;filamentous actin;filopodium;motor activity;myosin complex;nucleotide binding;plus-end directed microfilament motor activity;protein amino acid autophosphorylation;protein amino acid phosphorylation;protein kinase activity;protein serine/threonine kinase activity;response to stimulus;sensory perception of sound;transferase activity;visual perception	Protein Kinase
140469	MYO3B	myosin IIIB	NM_138995, NM_001083615	NP_620482.2, NP_001077084.1	ENSG00000071909	chr2:170743043 - 171217877	actin binding;ATP binding;cytoskeleton;motor activity;myosin complex;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;response to stimulus;transferase activity;visual perception	Protein Kinase
4750	NEK1	NIMA (never in mitosis gene a)-related kinase 1	NM_012224	NP_036356.1	ENSG00000137601	chr4:170552235 - 170760356	ATP binding;cell cycle;cell division;cellular_component;cytoplasm;magnesium ion binding;mitosis;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;protein-tyrosine kinase activity;response to DNA damage stimulus;response to ionizing radiation;transferase activity	Protein Kinase
152110	NEK10	NIMA (never in mitosis gene a)- related kinase 10			ENSG00000163491	chr3:null	ATP binding;magnesium ion binding;nucleotide binding;protein amino acid phosphorylation;protein kinase activity;protein serine/threonine kinase activity;protein-tyrosine kinase activity;transferase activity	Protein Kinase
79858	NEK11	NIMA (never in mitosis gene a)- related kinase 11	NM_145910, NM_024800	NP_665917.1, NP_079076.2	ENSG00000114670	chr3:132231242 - 132551310	ATP binding;cell cycle;identical protein binding;intra-S DNA damage checkpoint;magnesium ion binding;manganese ion binding;nucleolus;nucleotide binding;nucleus;protein amino acid phosphorylation;protein kinase cascade;protein serine/threonine kinase activity;transferase activity	Protein Kinase
4752	NEK3	NIMA (never in mitosis gene a)-related kinase 3	NM_002498, NM_152720	NP_002489.1, NP_689933.1	ENSG00000136098	chr13:51605278 - 51628327	ATP binding;cell cycle;cell division;magnesium ion binding;mitosis;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein kinase activity;protein serine/threonine kinase activity;protein-tyrosine kinase activity;transferase activity	Protein Kinase
6787	NEK4	NIMA (never in mitosis gene a)-related kinase 4	NM_003157	NP_003148.2	ENSG00000114904	chr3:52720832 - 52779802	ATP binding;cell cycle;cell division;magnesium ion binding;mitosis;nucleotide binding;nucleus;protein amino acid phosphorylation;protein serine/threonine kinase activity;transferase activity	Protein Kinase
341676	NEK5	NIMA (never in mitosis gene a)-related kinase 5	NM_199289	NP_954983.1	null	chr13:51537543 - 51599619	ATP binding;magnesium ion binding;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;protein-tyrosine kinase activity;transferase activity	Protein Kinase
10783	NEK6	NIMA (never in mitosis gene a)-related kinase 6	NM_014397	NP_055212.2	ENSG00000119408	chr9:126104064 - 126153047	apoptosis;ATP binding;cell cycle;cell division;chromosome segregation;cytoplasm;magnesium ion binding;mitosis;nucleotide binding;nucleus;positive regulation of I-kappaB kinase/NF-kappaB cascade;protein amino acid phosphorylation;protein binding;protein kinase activity;protein serine/threonine kinase activity;protein-tyrosine kinase activity;regulation of mitotic metaphase/anaphase transition;signal transducer activity;transferase activity	Protein Kinase
140609	NEK7	NIMA (never in mitosis gene a)-related kinase 7	NM_133494	NP_598001.1	ENSG00000151414	chr1:196468333 - 196555275	ATP binding;magnesium ion binding;nucleotide binding;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;protein-tyrosine kinase activity;transferase activity	Protein Kinase
284086	NEK8	NIMA (never in mitosis gene a)- related kinase 8	NM_178170	NP_835464.1	ENSG00000160602	chr17:24079958 - 24093132	ATP binding;magnesium ion binding;nucleotide binding;protein amino acid phosphorylation;protein serine/threonine kinase activity;protein-tyrosine kinase activity;transferase activity	Protein Kinase,  Tumor Suppressor
91754	NEK9	NIMA (never in mitosis gene a)- related kinase 9	NM_033116	NP_149107.4	ENSG00000119638	chr14:74621019 - 74663377	ATP binding;cell cycle;cell division;magnesium ion binding;mitosis;nucleotide binding;nucleus;protein amino acid phosphorylation;protein binding;protein serine/threonine kinase activity;transferase activity	Protein Kinase
4745	NELL1	NEL-like 1 (chicken)	NM_006157	NP_006148.2	ENSG00000165973	chr11:20647845 - 21553144	calcium ion binding;cell adhesion;kinase activity;metabolic process;nervous system development;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;structural molecule activity	Protein Kinase
4771	NF2	neurofibromin 2 (bilateral acoustic neuroma)	NM_181832, NM_000268, NM_181828, NM_181829, NM_181833, NM_181830	NP_861970.1, NP_000259.1, NP_861966.1, NP_861967.1, NP_861971.1, NP_861969.1	ENSG00000186575	chr22:28329987 - 28420791	cell cycle;cytoplasm;cytoskeletal protein binding;cytoskeleton;negative regulation of cell proliferation;negative regulation of progression through cell cycle;nucleus;plasma membrane;sensory perception of sound;structural molecule activity	Futreal et al 2004,  Hahn and Weinberg 2002,  Vogelstein and Kinzler 2004,  Protein Kinase,  Tumor Suppressor,  Frameshift mutation,  Large deletion,  Missense mutation,  Nonsense mutation,  Splicing mutation
4803	NGF	nerve growth factor, beta polypeptide	NM_002506	NP_002497.2	ENSG00000134259	chr1:115630213 - 115630939	cell-cell signaling;growth factor activity;multicellular organismal development;peripheral nervous system development;receptor signaling protein activity;regulation of neuron differentiation;sensory perception of pain	Protein Kinase
51701	NLK	nemo-like kinase	NM_016231	NP_057315.3	ENSG00000087095	chr17:23394026 - 23545789	ATP binding;magnesium ion binding;MAP kinase activity;negative regulation of Wnt receptor signaling pathway;nucleotide binding;nucleus;protein amino acid autophosphorylation;protein binding;protein kinase cascade;protein serine/threonine kinase activity;regulation of transcription, DNA-dependent;transferase activity	Wnt,  Protein Kinase
64127	NOD2	nucleotide-binding oligomerization domain containing 2	NM_022162	NP_071445.1	ENSG00000167207	chr16:49288655 - 49323231	activation of NF-kappaB transcription factor;ATP binding;CARD domain binding;cytokine production;cytoplasm;cytosol;defense response to bacterium;detection of bacterium;detection of muramyl dipeptide;enzyme binding;intracellular;intracellular signaling cascade;muramyl dipeptide binding;nucleotide binding;plasma membrane;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of interleukin-1 beta secretion;protein kinase binding;protein oligomerization;regulation of apoptosis;Toll signal	Protein Kinase
4881	NPR1	natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)	NM_000906	NP_000897.3	ENSG00000169418	chr1:151918208 - 151932514	ATP binding;blood pressure regulation;cell surface receptor linked signal transduction;cGMP biosynthetic process;chloride ion binding;diuresis;fluid secretion;guanylate cyclase activity;hormone binding;integral to plasma membrane;intracellular signaling cascade;membrane;natriuresis;negative regulation of angiogenesis;negative regulation of cell growth;peptide receptor activity, G-protein coupled;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;regulation of vascular perm	Protein Kinase,  Tyrosine Kinase
4882	NPR2	natriuretic peptide receptor B/guanylate cyclase B (atrionatriuretic peptide receptor B)	NM_003995	NP_003986.2	ENSG00000159899	chr9:35782405 - 35799442	ATP binding;blood pressure regulation;cell surface receptor linked signal transduction;cGMP biosynthetic process;guanylate cyclase activity;integral to membrane;intracellular signaling cascade;peptide receptor activity, G-protein coupled;plasma membrane;protein amino acid phosphorylation;protein kinase activity;transmembrane receptor activity	Protein Kinase,  Tyrosine Kinase
7026	NR2F2	nuclear receptor subfamily 2, group F, member 2	NM_021005	NP_066285.1	ENSG00000185551	chr15:94676338 - 94681855	ligand-regulated transcription factor activity;lipid metabolic process;metal ion binding;nucleus;regulation of transcription from RNA polymerase II promoter;regulation of transcription, DNA-dependent;sequence-specific DNA binding;signal transduction;steroid hormone receptor activity;transcription;transcription corepressor activity;transcription factor activity;zinc ion binding	Protein Kinase
